EmployeeID,Name,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
252,Wanda Atkins,39,No,Travel_Frequently,357.2574803,Research & Development,2,4,Technical Degree,1,343,3,Female,43.62747361,3,3,Healthcare Representative,3,Single,10938,7561.95,0,Y,No,25,4,4,160,0,20,1,3,19,6,1,8
253,Ricky Hackett,29,No,Travel_Rarely,217.3011024,Research & Development,15,3,Life Sciences,1,346,3,Male,26.53631801,3,1,Research Scientist,4,Single,2340,4599.54,1,Y,No,19,3,1,160,0,6,1,3,6,5,0,5
254,Afsana Whitney,42,No,Travel_Rarely,229.8982677,Research & Development,17,2,Life Sciences,1,347,4,Female,28.07465528,4,2,Research Scientist,1,Single,6545,4866.18,3,Y,Yes,13,3,3,160,0,10,1,3,3,2,0,2
255,Maurice Wilkerson,29,No,Travel_Rarely,330.7086614,Sales,20,2,Marketing,1,349,4,Male,40.38539203,3,2,Sales Executive,4,Divorced,6931,7000,2,Y,No,14,3,4,160,1,10,2,3,3,2,1,2
256,Emillie Haines,25,No,Travel_Rarely,366.5144882,Research & Development,1,3,Life Sciences,1,350,1,Female,44.75791842,3,2,Manufacturing Director,3,Married,4898,7757.89,0,Y,No,12,3,4,160,2,5,3,3,4,2,7,2
257,Samira Armitage,42,No,Travel_Rarely,250.3686614,Research & Development,2,3,Medical,1,351,4,Female,30.57445335,2,1,Laboratory Technician,1,Divorced,2593,5299.47,0,Y,Yes,11,3,3,160,1,10,4,3,9,6,3,8
258,Wren Wardle,40,No,Travel_Rarely,385.0393701,Research & Development,2,2,Medical,1,352,1,Male,47.020135,3,5,Research Director,3,Divorced,19436,8150,0,Y,No,19,3,4,160,1,22,5,3,21,7,0,9
259,Jordan O'Ryan,51,No,Travel_Rarely,184.2335433,Research & Development,1,3,Life Sciences,1,353,3,Male,22.49818266,3,1,Research Scientist,4,Married,2723,3899.61,1,Y,No,11,3,2,160,0,1,0,2,1,0,1,0
260,Vinny Munoz,31,Yes,Travel_Frequently,211.0025197,Research & Development,29,2,Medical,1,355,3,Male,25.76714937,2,1,Laboratory Technician,2,Single,3479,4466.22,0,Y,No,11,3,2,160,0,6,2,4,5,4,0,4
261,Bhavik Banks,32,No,Travel_Frequently,214.151811,Research & Development,7,3,Life Sciences,1,359,2,Male,26.15173369,4,1,Laboratory Technician,2,Married,2794,4532.88,1,Y,No,20,4,3,160,0,5,3,1,5,1,7,3
262,Zayne Stout,38,No,Non-Travel,356.6929134,Sales,2,2,Life Sciences,1,361,4,Male,43.55852997,2,2,Sales Executive,4,Married,5249,7550,3,Y,No,18,3,4,160,1,13,0,3,8,7,0,5
263,Nataniel Johnson,32,No,Travel_Rarely,239.3461417,Research & Development,2,1,Technical Degree,1,362,4,Male,29.22840824,2,2,Laboratory Technician,1,Single,2176,5066.16,4,Y,No,13,3,4,160,0,9,5,3,6,2,7,4
264,Ace Lam,46,No,Travel_Rarely,462.519685,Sales,2,3,Technical Degree,1,363,3,Female,56.48185542,1,4,Manager,2,Married,16872,9790,3,Y,Yes,12,3,2,160,1,28,2,2,7,7,0,7
265,Franco Booker,28,Yes,Travel_Rarely,203.1292913,Research & Development,2,4,Life Sciences,1,364,1,Male,24.80568857,3,1,Laboratory Technician,3,Single,3485,4299.57,2,Y,No,11,3,3,160,0,5,5,1,0,0,0,0
266,Zi Atherton,29,No,Travel_Rarely,316.5354331,Sales,2,3,Medical,1,366,1,Male,38.65458951,2,2,Sales Executive,2,Married,6644,6700,2,Y,No,19,3,2,160,2,10,2,3,0,0,7,0
267,Piotr Lambert,31,No,Travel_Rarely,320.4491339,Research & Development,23,3,Medical,1,367,2,Male,39.13252178,2,2,Healthcare Representative,4,Married,5582,6782.84,0,Y,No,21,4,2,160,1,10,2,3,9,0,1,8
268,Jorgie Montes,25,No,Non-Travel,290.136378,Research & Development,5,2,Life Sciences,1,369,2,Male,35.43079675,4,2,Healthcare Representative,1,Divorced,4000,6141.22,1,Y,No,12,3,4,160,2,6,2,3,6,3,4,5
269,Mihai Hinton,45,No,Travel_Rarely,346.4314961,Research & Development,20,2,Medical,1,372,3,Male,42.30542895,3,4,Healthcare Representative,4,Married,13496,7332.8,0,Y,Yes,14,3,2,160,0,21,2,3,20,7,10,10
270,Destiny Norman,36,No,Travel_Rarely,266.1151181,Research & Development,6,3,Life Sciences,1,373,4,Male,32.49737495,3,1,Laboratory Technician,4,Married,3210,5632.77,0,Y,No,11,3,3,160,1,16,4,3,15,13,4,11
271,Nadia Jordan,55,No,Travel_Rarely,439.1338583,Research & Development,1,3,Medical,1,374,4,Male,53.62603127,3,5,Manager,1,Single,19045,9295,0,Y,Yes,14,3,3,160,0,37,2,3,36,10,9,13
272,Rayyan Fleming,47,Yes,Non-Travel,423.5433071,Research & Development,29,4,Life Sciences,1,376,1,Male,51.7221485,3,3,Manager,2,Married,11849,8965,1,Y,Yes,12,3,4,160,1,10,2,2,10,7,0,9
273,Usaamah Aguilar,28,No,Travel_Rarely,212.5771654,Research & Development,9,3,Medical,1,377,4,Male,25.95944153,3,1,Research Scientist,4,Married,2070,4499.55,1,Y,No,23,4,4,160,1,5,3,2,5,2,0,4
274,Giles Haley,37,No,Travel_Rarely,351.9685039,Sales,6,4,Medical,1,378,3,Male,42.9815958,3,2,Sales Executive,4,Married,6502,7450,4,Y,No,14,3,2,160,1,7,5,4,5,4,1,1
275,Manpreet Greenwood,21,No,Travel_Rarely,203.1292913,Research & Development,3,2,Medical,1,379,4,Male,24.80568857,2,1,Research Scientist,3,Single,3230,4299.57,1,Y,No,17,3,1,160,0,3,4,4,3,2,0,0
276,Janet Rubio,37,No,Non-Travel,366.1417323,Research & Development,1,4,Medical,1,380,1,Female,44.71239832,3,3,Research Director,4,Divorced,13603,7750,2,Y,Yes,18,3,1,160,2,15,2,3,5,2,6,2
277,Sadiyah Vo,35,No,Travel_Rarely,439.1338583,Research & Development,22,3,Life Sciences,1,381,2,Female,53.62603127,4,3,Manager,2,Divorced,11996,9295,7,Y,No,18,3,2,160,1,10,6,2,7,7,7,2
278,Carys Dean,38,No,Travel_Rarely,335.4330709,Sales,7,2,Medical,1,382,1,Female,40.9623262,4,2,Sales Executive,1,Divorced,5605,7100,1,Y,Yes,24,4,3,160,1,8,3,3,8,0,1,7
279,Chloe-Louise Preston,26,No,Travel_Frequently,424.3851969,Research & Development,1,3,Life Sciences,1,384,3,Female,51.82495817,3,2,Manufacturing Director,2,Divorced,6397,8982.82,1,Y,No,20,4,1,160,1,6,6,1,6,5,1,4
280,Randy Mays,50,No,Travel_Rarely,415.7480315,Research & Development,4,1,Life Sciences,1,385,1,Male,50.77020712,3,5,Research Director,2,Divorced,19144,8800,3,Y,No,14,3,1,160,2,28,4,2,10,4,1,6
281,Kory Allan,53,No,Travel_Rarely,411.023622,Research & Development,3,4,Medical,1,386,3,Male,50.19327295,3,4,Research Director,3,Married,17584,8700,3,Y,Yes,16,3,4,160,3,21,5,2,5,3,11,3
282,Vihaan Martins,42,No,Travel_Rarely,344.8818898,Sales,1,1,Life Sciences,1,387,2,Male,42.11619454,3,2,Sales Executive,3,Married,4907,7300,1,Y,No,25,4,3,160,0,20,3,3,20,16,0,6
283,Mikael Milner,29,No,Travel_Frequently,377.9527559,Sales,2,2,Life Sciences,1,388,2,Male,46.15473374,3,2,Sales Executive,4,Single,4554,8000,1,Y,No,18,3,1,160,0,10,3,2,10,7,0,9
284,Tye Searle,55,No,Travel_Rarely,266.1151181,Research & Development,20,2,Technical Degree,1,389,2,Male,32.49737495,3,2,Laboratory Technician,4,Married,5415,5632.77,3,Y,Yes,19,3,4,160,1,12,4,3,10,7,3,8
285,Digby Tate,26,No,Travel_Frequently,307.4579528,Research & Development,11,2,Medical,1,390,1,Male,37.54606819,3,2,Healthcare Representative,1,Married,4741,6507.86,1,Y,Yes,13,3,3,160,1,5,3,3,5,3,5,3
286,Ronny Perkins,37,No,Travel_Rarely,247.2193701,Research & Development,1,3,Life Sciences,1,391,4,Female,30.18986904,3,1,Research Scientist,4,Single,2115,5232.81,1,Y,No,12,3,2,160,0,17,3,3,17,12,0,7
287,Tomasz Marsden,44,Yes,Travel_Frequently,244.0700787,Research & Development,24,3,Life Sciences,1,392,4,Male,29.80528472,3,1,Laboratory Technician,3,Divorced,3161,5166.15,3,Y,Yes,22,4,4,160,1,19,0,1,1,0,1,0
288,Ivo Ahmad,38,No,Travel_Rarely,342.1011024,Research & Development,23,4,Life Sciences,1,393,4,Male,41.77661109,3,2,Healthcare Representative,4,Divorced,5745,7241.14,9,Y,No,14,3,2,160,1,10,2,3,2,2,0,2
289,Tamar Gaines,26,Yes,Travel_Rarely,222.0250394,Research & Development,16,4,Medical,1,394,1,Male,27.11319448,3,1,Laboratory Technician,2,Divorced,2373,4699.53,2,Y,Yes,13,3,4,160,1,5,2,3,3,2,0,2
290,Marisa Hook,28,No,Travel_Rarely,206.2785827,Research & Development,8,2,Life Sciences,1,395,4,Female,25.19027289,3,1,Research Scientist,4,Single,3310,4366.23,1,Y,No,21,4,4,160,0,5,3,3,5,3,1,2
291,Blanka Wormald,49,No,Travel_Frequently,455.9055118,Research & Development,10,4,Life Sciences,1,396,3,Female,55.67414758,3,5,Research Director,1,Single,18665,9650,9,Y,Yes,11,3,4,160,0,22,4,3,3,2,7,2
292,Shawn Morrison,36,No,Travel_Rarely,233.0475591,Research & Development,3,3,Technical Degree,1,397,3,Male,28.4592396,3,2,Research Scientist,2,Single,4485,4932.84,4,Y,No,12,3,4,160,0,10,2,3,8,0,2,7
293,Ema Lutz,31,No,Travel_Frequently,259.0110236,Sales,5,3,Marketing,1,399,4,Female,31.62983904,3,1,Sales Representative,2,Divorced,2789,5482.4,1,Y,No,11,3,3,160,1,2,5,2,2,2,7,2
294,Lorena Pitts,26,Yes,Travel_Rarely,361.4173228,Sales,4,4,Marketing,1,401,4,Male,44.13546414,2,2,Sales Executive,4,Single,5828,7650,1,Y,Yes,12,3,2,160,0,8,0,3,8,7,1,4
295,Jaeden Odonnell,37,No,Travel_Frequently,225.1743307,Research & Development,9,3,Medical,1,403,2,Male,27.4977788,3,1,Research Scientist,4,Married,2326,4766.19,1,Y,Yes,12,3,3,160,3,4,3,2,4,2,4,2
296,Humaira Villarreal,42,No,Travel_Frequently,401.5748031,Sales,26,3,Marketing,1,404,3,Female,49.0394046,3,4,Sales Executive,2,Married,13525,8500,5,Y,No,14,3,4,160,1,23,2,4,20,4,0,8
297,Elyas Whitfield,18,Yes,Travel_Rarely,190.532126,Research & Development,3,3,Life Sciences,1,405,3,Male,23.2673513,3,1,Laboratory Technician,3,Single,1420,4032.93,1,Y,No,13,3,3,160,0,0,2,3,0,0,6,0
298,Usama Espinosa,35,No,Travel_Rarely,385.0393701,Sales,16,3,Marketing,1,406,3,Male,47.020135,3,3,Sales Executive,2,Married,8020,8150,0,Y,No,15,3,3,160,2,12,3,2,11,9,0,9
299,Massimo Cole,36,No,Travel_Frequently,214.151811,Research & Development,18,4,Life Sciences,1,407,3,Male,26.15173369,4,1,Laboratory Technician,4,Married,3688,4532.88,4,Y,No,18,3,4,160,2,4,2,3,1,0,1,0
300,Yusef Odling,51,No,Travel_Rarely,416.1179528,Research & Development,2,3,Medical,1,408,4,Male,50.81538107,1,2,Manufacturing Director,2,Divorced,5482,8807.83,5,Y,No,18,3,4,160,1,13,3,3,4,1,0,2
301,Axl Macias,41,No,Travel_Rarely,426.1417323,Sales,2,4,Life Sciences,1,410,4,Male,52.0394623,3,4,Manager,2,Single,16015,9020,1,Y,No,19,3,2,160,0,22,2,3,22,10,0,4
302,Annabella Potter,18,No,Travel_Rarely,223.8595276,Sales,10,3,Medical,1,411,4,Female,27.33721802,2,1,Sales Representative,3,Single,1200,4738.36,1,Y,No,12,3,1,160,0,0,2,3,0,0,0,0
303,Keziah Stone,28,No,Travel_Rarely,305.2927559,Research & Development,16,2,Medical,1,412,2,Male,37.28165926,4,2,Healthcare Representative,1,Single,5661,6462.03,0,Y,No,19,3,3,160,0,9,2,3,8,3,7,7
304,Imaan Liu,31,No,Travel_Rarely,375.5905512,Sales,7,3,Technical Degree,1,416,2,Male,45.86626666,4,2,Sales Executive,4,Married,6929,7950,4,Y,No,11,3,2,160,1,10,3,2,8,7,3,7
305,Isa Cochran,39,No,Travel_Rarely,339.9359055,Research & Development,1,3,Medical,1,417,3,Male,41.51220216,4,3,Healthcare Representative,4,Divorced,9613,7195.31,0,Y,No,17,3,1,160,3,19,5,2,18,10,0,7
306,Anika Hatfield,36,No,Non-Travel,273.9883465,Research & Development,24,4,Life Sciences,1,419,2,Female,33.45883575,3,2,Laboratory Technician,2,Married,5674,5799.42,7,Y,No,15,3,3,160,1,11,3,3,9,8,4,8
307,Kien Goodwin,32,No,Travel_Rarely,385.0393701,Sales,7,3,Life Sciences,1,420,4,Male,47.020135,2,2,Sales Executive,3,Married,5484,8150,1,Y,No,14,3,3,160,1,13,3,2,13,8,0,8
308,Victoria Horn,38,No,Travel_Rarely,399.2125984,Research & Development,25,2,Life Sciences,1,421,1,Female,48.75093752,2,3,Research Director,2,Married,12061,8450,3,Y,No,17,3,3,160,1,19,2,3,10,8,1,1
309,Fergus Daniels,58,No,Non-Travel,331.2751181,Research & Development,1,4,Life Sciences,1,422,4,Male,40.45456643,1,2,Healthcare Representative,3,Divorced,5660,7011.99,2,Y,Yes,13,3,4,160,1,12,2,3,5,3,0,2
310,Pierre Traynor,31,No,Travel_Rarely,223.599685,Research & Development,5,4,Technical Degree,1,423,3,Male,27.30548664,3,1,Research Scientist,4,Married,4821,4732.86,0,Y,Yes,12,3,3,160,1,6,4,3,5,2,1,3
311,Zachery Mclellan,31,No,Travel_Rarely,171.2598425,Human Resources,2,3,Human Resources,1,424,1,Male,20.91386373,2,2,Human Resources,1,Married,6410,3625,3,Y,No,12,3,4,160,0,9,1,3,2,2,9,0
312,Macy Wallace,45,No,Travel_Frequently,255.0925984,Research & Development,7,3,Life Sciences,1,425,1,Male,31.15132983,3,3,Laboratory Technician,1,Divorced,5210,5399.46,1,Y,No,18,3,1,160,1,24,2,3,24,9,2,11
313,Russell Donovan,31,No,Travel_Rarely,215.7264567,Research & Development,2,4,Life Sciences,1,426,3,Male,26.34402585,3,1,Research Scientist,4,Divorced,2695,4566.21,0,Y,Yes,18,3,2,160,1,3,2,1,2,2,8,2
314,Taiba Cash,33,No,Travel_Frequently,475.511811,Research & Development,5,4,Life Sciences,1,428,4,Female,58.06842439,3,3,Manager,2,Married,11878,10065,6,Y,No,11,3,2,160,2,12,2,3,10,6,11,8
315,Blessing Stein,39,No,Travel_Rarely,423.5433071,Research & Development,10,1,Medical,1,429,3,Male,51.7221485,3,4,Manager,1,Married,17068,8965,1,Y,Yes,14,3,4,160,0,21,3,3,21,9,1,10
316,Aaisha Wills,43,No,Travel_Frequently,250.3686614,Research & Development,10,4,Life Sciences,1,430,3,Female,30.57445335,3,1,Laboratory Technician,4,Single,2455,5299.47,0,Y,No,19,3,1,160,0,9,5,3,8,7,0,7
317,Cynthia Callaghan,49,No,Travel_Rarely,372.4138583,Research & Development,1,2,Technical Degree,1,431,3,Female,45.47833612,2,4,Healthcare Representative,3,Single,13964,7882.76,7,Y,Yes,12,3,4,160,0,25,2,3,7,1,7,7
318,Camille Gamble,52,Yes,Travel_Rarely,248.7940157,Research & Development,8,4,Medical,1,433,3,Male,30.3821612,2,2,Research Scientist,2,Married,4941,5266.14,2,Y,No,15,3,1,160,0,11,3,2,8,2,1,7
319,Cody Dudley,27,No,Travel_Rarely,214.151811,Research & Development,5,3,Life Sciences,1,434,3,Female,26.15173369,3,1,Research Scientist,2,Single,2478,4532.88,1,Y,Yes,12,3,2,160,0,4,2,2,4,3,11,2
320,Prisha Deacon,32,No,Travel_Rarely,396.8503937,Sales,8,2,Technical Degree,1,436,3,Female,48.46247043,2,2,Sales Executive,2,Married,5228,8400,1,Y,Yes,11,3,4,160,0,13,2,3,13,12,0,9
321,Wesley Webber,27,No,Travel_Rarely,330.7086614,Sales,2,3,Life Sciences,1,437,4,Male,40.38539203,3,2,Sales Executive,3,Single,4478,7000,1,Y,Yes,11,3,1,160,0,5,3,3,5,4,1,4
322,Kareem Driscoll,31,No,Travel_Rarely,387.4015748,Sales,7,3,Marketing,1,438,4,Male,47.30860209,3,2,Sales Executive,4,Divorced,7547,8200,4,Y,No,12,3,4,160,3,13,3,3,7,7,0,7
323,Ezra Powell,32,No,Travel_Rarely,259.8165354,Research & Development,2,4,Medical,1,439,1,Female,31.72820631,4,2,Research Scientist,4,Single,5055,5499.45,7,Y,No,16,3,3,160,0,10,0,2,7,7,2,7
324,Eren Long,28,Yes,Travel_Rarely,234.6222047,Research & Development,2,4,Medical,1,440,1,Male,28.65153176,1,1,Research Scientist,4,Married,3464,4966.17,5,Y,Yes,13,3,4,160,0,5,4,2,3,2,1,2
325,Roshan Tyson,30,No,Travel_Rarely,248.7940157,Research & Development,28,2,Medical,1,441,4,Female,30.3821612,3,2,Research Scientist,4,Married,5775,5266.14,1,Y,No,13,3,4,160,2,11,2,3,10,8,8,9
326,Jorden English,31,No,Travel_Frequently,451.9426772,Research & Development,7,2,Life Sciences,1,442,3,Female,55.1902152,2,3,Manufacturing Director,3,Married,8943,9566.12,1,Y,No,24,4,1,160,1,10,2,3,10,9,13,9
327,Albie Gilliam,39,No,Travel_Frequently,436.5354331,Research & Development,7,2,Medical,1,444,3,Male,53.30871748,2,5,Manager,4,Married,19272,9240,1,Y,No,15,3,1,160,1,21,2,3,21,9,0,3
328,Fleur Crosby,39,Yes,Travel_Rarely,342.519685,Sales,3,2,Medical,1,445,4,Female,41.82772746,3,2,Sales Executive,3,Married,5238,7250,4,Y,Yes,18,3,1,160,0,12,3,2,1,0,0,0
329,Jamie-Leigh Parra,33,No,Travel_Frequently,389.7637795,Sales,10,3,Marketing,1,446,2,Male,47.59706917,2,2,Sales Executive,4,Single,4682,8250,3,Y,No,14,3,3,160,0,9,6,2,7,7,1,1
330,Huw Brett,47,No,Travel_Rarely,415.7480315,Research & Development,5,5,Life Sciences,1,447,4,Male,50.77020712,3,5,Research Director,3,Married,18300,8800,4,Y,No,11,3,2,160,1,21,2,3,3,2,0,1
331,Daniele Gamble,43,No,Travel_Frequently,262.9658268,Research & Development,10,4,Life Sciences,1,448,3,Female,32.11279063,2,2,Laboratory Technician,3,Divorced,5257,5566.11,1,Y,No,11,3,2,160,1,9,3,4,9,7,1,0
332,Tyrese Edmonds,27,No,Non-Travel,307.0866142,Sales,1,1,Marketing,1,449,3,Male,37.50072117,3,2,Sales Executive,2,Married,6349,6500,0,Y,Yes,13,3,4,160,1,6,0,3,5,4,0,4
333,Humaira Page,54,No,Travel_Frequently,262.9658268,Research & Development,20,4,Life Sciences,1,450,4,Female,32.11279063,3,2,Research Scientist,3,Single,4869,5566.11,3,Y,No,12,3,4,160,0,20,4,2,4,3,0,3
334,Saarah Southern,43,No,Travel_Rarely,316.1187402,Research & Development,7,3,Life Sciences,1,451,3,Female,38.60370392,3,3,Healthcare Representative,1,Married,9985,6691.18,8,Y,No,16,3,1,160,1,10,1,2,1,0,9,0
335,Lleyton Cain,45,No,Travel_Rarely,281.8615748,Research & Development,8,4,Other,1,452,4,Male,34.42029654,3,2,Research Scientist,4,Married,3697,5966.07,9,Y,No,14,3,1,160,2,12,3,3,10,9,0,8
336,Raul Hubbard,40,No,Travel_Rarely,337.7952756,Sales,1,2,Medical,1,453,2,Male,41.25079328,1,2,Sales Executive,4,Married,7457,7150,2,Y,Yes,22,4,3,160,3,6,2,2,4,3,0,2
337,Mekhi Small,29,Yes,Travel_Rarely,242.4954331,Research & Development,8,4,Other,1,454,2,Male,29.61299256,1,1,Laboratory Technician,1,Married,2119,5132.82,1,Y,Yes,11,3,4,160,0,7,4,2,7,7,2,7
338,Anish Reed,29,No,Travel_Rarely,212.5771654,Research & Development,9,5,Other,1,455,2,Male,25.95944153,2,1,Laboratory Technician,4,Single,3983,4499.55,0,Y,No,17,3,3,160,0,4,2,3,3,2,1,2
339,Anya Gentry,30,No,Travel_Rarely,370.8661417,Sales,5,3,Marketing,1,456,4,Female,45.28933249,2,2,Sales Executive,3,Divorced,6118,7850,1,Y,No,13,3,3,160,3,10,2,3,10,9,0,2
340,Evie-May Mann,27,No,Travel_Rarely,356.6929134,Sales,8,4,Marketing,1,458,2,Female,43.55852997,3,2,Sales Executive,2,Married,6214,7550,1,Y,No,18,3,1,160,1,8,3,3,8,7,0,7
341,Riaz Rangel,37,No,Travel_Rarely,413.3622047,Research & Development,5,2,Medical,1,460,4,Male,50.47885536,3,2,Manufacturing Director,4,Divorced,6347,8749.5,7,Y,No,16,3,3,160,2,8,2,2,6,2,2,4
342,Virginia Mcneil,38,No,Travel_Rarely,387.4015748,Research & Development,15,2,Life Sciences,1,461,3,Male,47.30860209,2,3,Research Director,4,Divorced,11510,8200,0,Y,Yes,14,3,2,160,1,12,3,3,11,10,4,9
343,Monet Frazier,31,No,Travel_Rarely,473.9886614,Research & Development,7,4,Medical,1,462,3,Female,57.88242082,3,3,Manufacturing Director,4,Single,7143,10032.76,1,Y,Yes,14,3,3,160,0,11,2,2,11,9,1,10
344,Samiyah Ryder,29,No,Travel_Rarely,349.6062992,Sales,10,1,Marketing,1,463,4,Female,42.69312871,2,2,Sales Executive,2,Divorced,8268,7400,1,Y,Yes,14,3,1,160,2,7,2,3,7,7,0,7
345,Rogan Eastwood,35,No,Travel_Rarely,440.919685,Research & Development,5,4,Technical Degree,1,464,3,Male,53.84411239,3,3,Manufacturing Director,2,Single,8095,9332.8,0,Y,No,13,3,4,160,0,17,5,3,16,6,0,13
346,Keagan Stevens,23,No,Travel_Rarely,199.98,Research & Development,26,1,Life Sciences,1,465,3,Male,24.42110425,3,1,Research Scientist,4,Divorced,2904,4232.91,1,Y,No,12,3,3,160,2,4,2,2,4,2,1,2
347,Menachem Mahoney,41,No,Travel_Rarely,421.6294488,Research & Development,6,3,Medical,1,466,4,Male,51.48843247,2,2,Manufacturing Director,2,Single,6032,8924.49,6,Y,Yes,15,3,4,160,0,8,3,3,5,4,0,2
348,Adnaan Aguilar,47,No,Travel_Frequently,242.360315,Sales,4,1,Medical,1,467,2,Male,29.59649224,3,2,Sales Representative,3,Single,2976,5129.96,3,Y,No,19,3,1,160,0,5,3,3,0,0,0,0
349,Deniz Hendrix,42,No,Travel_Rarely,370.8661417,Research & Development,23,5,Life Sciences,1,468,1,Female,45.28933249,3,4,Research Director,4,Single,15992,7850,2,Y,No,14,3,2,160,0,16,2,3,1,0,0,0
350,Ubaid Hahn,29,No,Non-Travel,309.4488189,Sales,2,3,Life Sciences,1,469,4,Male,37.78918825,3,2,Sales Executive,3,Married,4649,6550,1,Y,No,14,3,1,160,1,4,3,2,4,3,1,2
351,Ignacy Witt,42,No,Travel_Rarely,157.0866142,Human Resources,2,1,Technical Degree,1,470,3,Male,19.18306121,3,1,Human Resources,3,Divorced,2696,3325,0,Y,Yes,11,3,3,160,1,4,5,3,3,2,0,0
352,Moesha Duran,32,No,Travel_Rarely,214.151811,Research & Development,2,3,Medical,1,471,3,Female,26.15173369,3,1,Laboratory Technician,2,Married,2370,4532.88,1,Y,No,13,3,3,160,1,8,4,3,8,0,0,7
353,Katie Wiggins,48,No,Travel_Rarely,371.5748031,Sales,29,1,Medical,1,473,1,Female,45.37587261,3,3,Manager,3,Married,12504,7865,3,Y,No,21,4,2,160,1,15,3,1,0,0,6,0
354,Cillian Huffman,37,No,Travel_Rarely,264.5404724,Research & Development,6,3,Medical,1,474,3,Male,32.30508279,4,2,Research Scientist,1,Divorced,5974,5599.44,4,Y,Yes,13,3,1,160,2,13,2,3,7,7,2,7
355,Saara House,30,No,Non-Travel,337.7952756,Sales,25,2,Technical Degree,1,475,4,Female,41.25079328,3,2,Sales Executive,3,Married,4736,7150,7,Y,Yes,12,3,2,160,1,4,2,4,2,2,7,2
356,Cai Tran,26,No,Travel_Rarely,349.6062992,Sales,1,3,Life Sciences,1,476,3,Male,42.69312871,3,2,Sales Executive,3,Married,5296,7400,1,Y,No,17,3,2,160,1,8,3,3,8,7,0,7
357,Cairon Meyer,42,No,Travel_Rarely,324.7795276,Research & Development,2,4,Other,1,477,1,Male,39.66133964,2,2,Healthcare Representative,4,Single,6781,6874.5,3,Y,No,23,4,2,160,0,14,6,3,1,0,1,0
358,Anabia Figueroa,21,Yes,Travel_Frequently,257.1609449,Sales,1,1,Technical Degree,1,478,1,Female,31.40391161,2,1,Sales Representative,2,Single,2174,5443.24,1,Y,Yes,11,3,3,160,0,3,3,3,3,2,0,2
359,Nancie Hutchinson,36,No,Non-Travel,325.984252,Sales,1,5,Medical,1,479,4,Female,39.80845785,3,2,Sales Executive,4,Single,6653,6900,4,Y,No,15,3,2,160,0,7,6,3,1,0,1,0
360,Blythe Matthews,36,No,Travel_Frequently,434.6456693,Sales,3,4,Medical,1,481,1,Male,53.07794381,2,3,Sales Executive,4,Married,9699,9200,4,Y,No,11,3,1,160,1,16,2,3,13,9,1,12
361,Bayley Hicks,57,No,Travel_Rarely,329.1099213,Research & Development,1,4,Medical,1,482,4,Male,40.1901575,3,2,Healthcare Representative,3,Married,6755,6966.16,2,Y,No,11,3,3,160,0,15,2,3,3,2,1,2
362,Finlay Rudd,40,No,Travel_Rarely,255.0925984,Research & Development,10,4,Life Sciences,1,483,4,Female,31.15132983,4,1,Laboratory Technician,3,Married,2213,5399.46,3,Y,Yes,13,3,3,160,1,10,3,3,7,7,2,7
363,Marni Hensley,21,No,Non-Travel,234.96,Sales,9,2,Medical,1,484,1,Male,28.69278255,3,1,Sales Representative,4,Single,2610,4973.32,1,Y,No,24,4,3,160,0,3,3,2,3,2,0,2
364,Paulina Norton,33,Yes,Travel_Rarely,229.4097638,Sales,5,3,Marketing,1,485,4,Female,28.01500029,3,1,Sales Representative,3,Single,2851,4855.84,1,Y,Yes,13,3,2,160,0,1,2,3,1,0,0,0
365,Nikita Mullen,37,No,Travel_Rarely,256.6672441,Research & Development,10,3,Medical,1,486,3,Female,31.34362199,3,1,Laboratory Technician,1,Married,3452,5432.79,6,Y,No,20,4,2,160,1,17,3,3,5,4,0,3
366,Faith Driscoll,46,No,Non-Travel,352.735748,Research & Development,7,4,Medical,1,487,3,Female,43.07528991,3,2,Manufacturing Director,3,Married,5258,7466.24,2,Y,No,14,3,3,160,0,7,2,4,1,0,7,0
367,Isaak Correa,41,Yes,Travel_Frequently,368.503937,Sales,4,3,Marketing,1,488,1,Male,45.0008654,3,2,Sales Executive,2,Single,9355,7800,1,Y,No,18,3,3,160,0,8,5,3,8,7,1,7
368,Mateo Mcfarland,50,No,Travel_Rarely,355.0922835,Research & Development,10,3,Technical Degree,1,491,4,Male,43.36306467,2,3,Healthcare Representative,4,Single,10496,7516.12,6,Y,No,15,3,4,160,0,20,2,3,4,3,1,3
369,Kiah Jaramillo,40,Yes,Travel_Rarely,349.6062992,Sales,22,2,Marketing,1,492,3,Male,42.69312871,2,2,Sales Executive,3,Married,6380,7400,2,Y,Yes,12,3,1,160,2,8,6,3,6,4,2,0
